CoinId,Deity,Denomination,Material,Mint,FrontDescription,Portrait,Region,BackDescription,Year
RIC V Diocletian 551,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding club in right hand and lion's skin and bow in left hand",292
RIC V Diocletian 550,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding club in right hand and lion's skin and bow in left hand",291
RIC V Diocletian 549,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding club in right hand and lion's skin and bow in left hand",290
RIC V Diocletian 548,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding club in right hand and lion's skin and bow in left hand",290
RIC V Diocletian 547,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",285|288
RIC V Diocletian 546,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",285|288
RIC V Diocletian 545,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",285|288
RIC V Diocletian 544,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",285|288
RIC V Diocletian 543,Hercules,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",285|288
RIC V Diocletian 542,Aeternitas,Antoninianus,Silver,Ticinum,"Bust of Maximian, radiate, draped, right",Maximian,Italy,"Aeternitas, draped, standing left, holding phoenix on globe in right hand and lifting robe with left hand",289
RIC V Diocletian 541,Jupiter,Aureus,Gold,Ticinum,"Bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 540,Jupiter,Aureus,Gold,Ticinum,"Bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 539,Jupiter,Aureus,Gold,Ticinum,"Bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Jupiter, seated left, holding Victory on globe in right hand and sceptre in left hand",284|294
RIC V Diocletian 538,Hercules,Aureus,Gold,Ticinum,"Bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",284|294
RIC V Diocletian 537,Hercules,Semis,Bronze,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 536,Hercules,Semis,Bronze,Rome,"Bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Hercules, standing front, head left, holding club in right hand and trophy in left hand",291
RIC V Diocletian 535,Jupiter,Semis,Bronze,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 534,Hercules,As,Bronze,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 533,Jupiter,As,Bronze,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 532,Hercules,As,Bronze,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding olive-branch in right hand and club with lion's skin in left hand",287
RIC V Diocletian 531,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",286
RIC V Diocletian 530,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, capturing stag",290
RIC V Diocletian 529,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, strangling lion",292
RIC V Diocletian 528,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right, or bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Hercules, standing right, strangling lion",292
RIC V Diocletian 527,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 526,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 525,Hercules,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 524,Securitas,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Securitas, draped, standing left, leaning on column with right hand and holding sceptre in left hand",291
RIC V Diocletian 523,Pax,Quinarius,Silver,Rome,"Bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",289
RIC V Diocletian 522,Jupiter,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Jupiter, walking left, holding thunderbolt in right hand; at foot, eagle",290
RIC V Diocletian 521,Jupiter,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 520,Jupiter,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 519,Jupiter,Quinarius,Silver,Rome,"Bust of Maximian, laureate, draped, right, or bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 518,Hercules,Denarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 517,Jupiter,Denarius,Silver,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 516,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",290
RIC V Diocletian 515,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Hercules, standing front, head left, or walking left, holding club in right hand and trophy and lion's skin in left hand",291
RIC V Diocletian 514,Victory,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Maximian,Italy,"Two Victories, winged, draped, inscribing VOT X or VOTA on shield on palm tree",293|295
RIC V Diocletian 513,Victory,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Maximian,Italy,"Victory, winged, draped, standing right inscribing VOT X on shield on palm tree",293|295
RIC V Diocletian 512,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in right hand",293|295
RIC V Diocletian 511,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, cuirassed, right, or bust of Maximian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Maximian,Italy,"Hercules, standing right, holding club in right hand and bow and lion's skin in right hand",293|295
RIC V Diocletian 510a,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing right, drawing right foot back to hurl thunderbolt",290
RIC V Diocletian 510,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Italy,"Jupiter, running left, holding thunderbolt in right hang; at foot, eagle",290
RIC V Diocletian 509,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; sometimes at foot, globe or eagle",287|289
RIC V Diocletian 508,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 507,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285|286
RIC V Diocletian 506,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand; sometimes at foot, globe or eagle",285|286
RIC V Diocletian 505,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 504,Jupiter,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 503,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, walking right, holding club in right hand and trophy with lion's skin in left hand",291
RIC V Diocletian 502,Hercules,Antoninianus,Silver,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing left, holding olive-branch in right hand and club sometimes with lion's skin in left hand",291
RIC V Diocletian 501,Jupiter,Quinarius aureus,Gold,Rome,"Bust of Maximian, laureate, draped, right, or bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 500,Hercules,Aureus,Gold,Rome,"Half-length bust of Maximian, laureate, draped, cuirassed, right, holding spear in right hand and shield in left hand",Maximian,Italy,"Hercules, standing right, strangling lion; behind, club",284|294
RIC V Diocletian 499,Hercules,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, strangling lion; behind, club",284|294
RIC V Diocletian 498,Hercules,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",284|294
RIC V Diocletian 497,Hercules,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing right, leaning on club with lion's skin on rock",284|294
RIC V Diocletian 496,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 495,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 494,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, wearing lion's skin, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 493,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right, or bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 492,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right, or bust of Maximian, laureate, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 491,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 490,Jupiter,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 489,Hercules,Aureus,Gold,Rome,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Italy,"Hercules, standing front, head left, holding olive-branch in right hand and club in left hand",284|294
RIC V Diocletian 488,,Aureus,Gold,Rome,"Head of Maximian, laureate, right or left",Maximian,Italy,"Maximian, draped, cuirassed, riding right, raising right hand",288|289
RIC V Diocletian 487,Victory,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Victory, winged, draped, standing left on globe, holding wreath in right hand and palm in left hand",295|296
RIC V Diocletian 486,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, standing left, sacrificing at tripod",295|296
RIC V Diocletian 485,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian|Diocletian,Gallia,"Diocletian and Maximian, draped, standing facing each other, sacrificing at tripod",295|296
RIC V Diocletian 484,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, cuirassed, standing front, head left, holding spear in right hand and crowning trophy with left hand; on either side, captive",295|296
RIC V Diocletian 483,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, standing right, holding spear in right hand and parazonium in left hand; placing foot on captive",295|296
RIC V Diocletian 482,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, standing right, holding spear in right hand and parazonium in left hand; placing foot on captive",295|296
RIC V Diocletian 481,Genius,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Genius, turreted, seated left, holding patera in right hand and cornucopiae in left hand",295|296
RIC V Diocletian 480,Genius,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right, or bust of Maximian, radiate, helmeted, cuirassed, right",Maximian,Gallia,"Genius, turreted, seated left, holding patera in right hand and cornucopiae in left hand",295|296
RIC V Diocletian 479,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, cuirassed, standing right, holding spear in right hand and raising kneeling woman holding cornucopiae",295|296
RIC V Diocletian 478,,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Maximian, draped, cuirassed, standing right, holding spear in right hand and raising kneeling woman holding cornucopiae",295|296
RIC V Diocletian 477,Fides,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Fides, draped, standing left; on either side, ensign",295|296
RIC V Diocletian 476,Fides,Antoninianus,Silver,Trier,"Bust of Maximian, radiate, cuirassed, right",Maximian,Gallia,"Fides, draped, standing left; on either side, ensign",295|296
